distance_km,turn_count,hour_of_day,day_of_week,hazard_count,avg_speed_limit,eta_minutes
0.69,20,17,3,0,50,7.43
2.54,17,20,3,0,50,7.7
1.73,34,13,4,0,50,16.48
0.75,28,14,4,0,50,8.07
1.32,91,21,5,0,50,12.2
2.09,81,9,0,0,50,21.18
3.75,43,13,0,0,50,21.52
2.08,7,21,0,0,50,7.08
5.88,55,13,2,0,50,24.65
9.83,52,15,3,0,50,51.23
6.73,21,13,4,0,50,19.38
4.71,81,16,5,0,50,40.77
4.37,10,18,5,0,50,19.02
5.28,42,14,6,0,50,47.12
0.68,13,19,6,0,50,7.68
103.53,83,12,1,0,50,170.7
12.41,44,16,1,0,50,95.6
60.45,36,19,1,0,50,90.3
711.37,162,22,1,0,50,573.78
1.08,47,10,3,0,50,10.92
3.82,45,12,4,0,50,44.97
3.26,33,20,6,0,50,28.15
3.77,30,8,0,0,50,41.9
7.71,39,9,0,0,50,41.07
1.99,40,15,2,0,50,21.8
0.87,18,11,5,0,50,10.33
6.33,117,18,2,0,50,54.32
18.87,95,7,2,0,50,105.75
4.15,14,9,3,0,50,40.55
13.71,74,23,3,0,50,69.33
14.2,78,6,4,0,50,71.73
17.33,91,6,5,0,50,92.55
4.82,14,4,5,0,50,23.55
4.59,18,8,5,0,50,23.98
2.15,4,2,1,0,50,16.23
16.85,61,10,3,0,50,82.25
5.27,31,12,6,0,50,18.23
4.6,16,13,6,0,50,32.8
2.1,2,0,1,0,50,5.18
11.6,37,6,1,0,50,56.17
13.29,13,7,3,0,50,22.0
2.62,13,5,4,0,50,16.55
4.82,16,8,4,0,50,22.05
0.75,15,5,5,0,50,7.82
10.51,17,11,1,0,50,43.23
6.14,19,12,1,0,50,22.77
4.21,18,7,2,0,50,20.93
3.76,262,9,1,0,50,27.4
3.06,204,11,1,0,50,17.95
6.38,397,11,1,0,50,52.33
7.0,457,14,1,0,50,49.83
5.08,333,3,2,0,50,33.57
1.88,317,6,2,0,50,17.47
5.04,295,7,2,0,50,27.27
3.58,182,10,2,0,50,22.67
18.15,1345,12,2,0,50,147.53
5.84,446,9,3,0,50,45.47
15.27,322,10,3,0,50,51.87
16.01,201,4,4,0,50,41.63
0.98,91,5,4,0,50,9.53
3.64,269,6,4,0,50,27.63
22.64,2117,5,6,0,50,185.9
8.67,469,8,6,0,50,50.27
10.06,736,10,6,0,50,62.83
2.97,440,5,0,0,50,32.33
8.56,627,12,0,0,50,60.88
6.23,763,16,0,0,50,46.53
19.04,526,7,1,0,50,76.22
18.15,896,10,1,0,50,87.77
5.61,280,9,2,0,50,33.58
7.18,758,11,2,0,50,70.5
5.17,352,6,3,0,50,30.33
15.09,225,7,3,0,50,31.3
17.54,970,10,4,0,50,104.5
5.34,228,3,5,0,50,22.63
6.88,447,6,5,0,50,61.9
9.52,392,9,5,0,50,40.9
8.97,728,10,5,0,50,54.9
10.03,435,9,6,0,50,42.77
9.31,479,13,6,0,50,48.5
5.85,341,3,0,0,50,32.03
7.28,354,6,0,0,50,50.7
4.18,140,7,0,0,50,14.9
19.36,605,0,1,0,50,72.5
24.54,1100,3,1,0,50,121.23
3.65,343,9,1,0,50,26.37
14.96,200,9,1,0,50,35.93
8.46,354,13,1,0,50,40.3
20.51,678,10,2,0,50,85.17
20.56,983,12,2,0,50,112.63
20.38,1118,8,3,0,50,106.57
19.42,428,3,4,0,50,61.3
6.69,793,8,4,0,50,76.4
7.77,1234,12,4,0,50,84.73
5.06,280,9,5,0,50,21.93
2.2,48,11,5,0,50,12.9
11.28,592,12,5,0,50,65.5
4.24,213,3,0,0,50,20.0
10.81,456,7,0,0,50,46.3
10.46,1025,9,0,0,50,109.23
11.16,1592,12,0,0,50,94.0
27.91,3085,14,0,0,50,240.27
6.39,452,10,1,0,50,42.2
2.79,321,11,1,0,50,32.37
8.87,619,12,1,0,50,62.87
2.38,200,15,1,0,50,22.27
11.76,1047,7,2,0,50,88.17
4.0,119,4,3,0,50,22.83
15.54,120,4,3,0,50,39.83
6.14,103,8,3,0,50,27.17
4.22,181,22,3,0,50,34.92
15.13,124,23,3,0,50,31.5
19.29,791,1,4,0,50,131.33
6.0,105,4,4,0,50,19.65
9.22,347,4,4,0,50,81.17
10.52,308,8,5,0,50,57.0
10.11,290,13,5,0,50,60.25
5.36,210,6,6,0,50,45.75
12.93,507,5,0,0,50,81.5
3.21,107,6,0,0,50,30.37
21.4,317,4,1,0,50,76.35
17.86,268,7,1,0,50,65.0
4.83,72,1,4,0,50,17.83
1.02,65,2,4,0,50,10.67
5.29,120,4,4,0,50,25.67
8.74,483,10,4,0,50,90.58
0.72,7,12,4,0,50,5.33
4.14,77,1,5,0,50,14.0
2.67,86,10,5,0,50,15.08
4.29,58,16,5,0,50,11.67
2.95,59,5,2,0,50,16.33
7.73,348,6,2,0,50,69.5
4.04,85,12,2,0,50,16.0
2.82,81,20,3,0,50,19.5
39.81,300,21,3,0,50,68.33
3.99,144,23,3,0,50,22.08
89.7,1073,1,4,0,50,219.97
72.93,315,23,5,0,50,100.5
4.18,133,2,6,0,50,22.17
2.39,21,4,6,0,50,10.67
0.59,40,4,6,0,50,5.75
55.83,1197,5,6,0,50,274.08
1.42,91,8,1,0,50,15.17
19.13,798,9,1,0,50,142.0
3.3,150,9,2,0,50,29.83
3.41,154,12,2,0,50,21.08
6.03,196,11,3,0,50,37.08
5.99,147,14,3,0,50,22.75
6.6,103,17,3,0,50,16.0
5.22,285,18,3,0,50,53.92
5.89,77,9,6,0,50,15.83
8.65,222,11,6,0,50,42.17
3.29,118,6,0,0,50,17.92
2.87,199,16,0,0,50,29.17
3.98,173,12,1,0,50,31.17
5.79,240,2,2,0,50,33.67
6.63,234,3,2,0,50,49.58
5.11,145,9,2,0,50,27.75
11.66,760,11,2,0,50,124.0
11.1,502,14,2,0,50,88.0
4.76,238,18,2,0,50,38.83
4.96,10,21,2,0,50,6.5
10.64,388,23,2,0,50,85.92
6.26,374,8,3,0,50,70.3
6.86,233,12,3,0,50,59.75
4.56,147,13,3,0,50,24.83
4.2,46,1,4,0,50,11.75
1.23,87,2,4,0,50,13.0
22.48,1005,4,4,0,50,191.0
13.58,327,10,4,0,50,59.25
10.35,591,11,1,0,50,86.35
4.51,172,8,2,0,50,40.25
18.12,1374,13,2,0,50,159.25
16.34,415,0,3,0,50,68.5
3.16,189,3,3,0,50,32.08
5.77,203,8,3,0,50,32.75
15.81,813,9,3,0,50,135.25
8.39,189,11,3,0,50,32.42
7.23,176,4,4,0,50,36.25
8.74,254,5,4,0,50,52.33
11.52,354,4,5,0,50,74.5
3.47,180,9,5,0,50,34.08
8.42,350,16,5,0,50,66.75
13.75,429,4,6,0,50,65.42
13.45,250,8,6,0,50,64.0
11.71,443,9,6,0,50,104.17
14.35,286,4,0,0,50,60.5
10.84,146,7,0,0,50,47.83
11.31,257,12,0,0,50,47.42
8.16,267,4,1,0,50,48.0
7.2,283,7,1,0,50,44.92
9.5,486,8,1,0,50,78.25
11.51,501,1,3,0,50,72.92
2.81,65,5,3,0,50,10.83
1.64,67,5,3,0,50,11.58
7.42,159,6,3,0,50,38.75
21.78,1315,0,4,0,50,236.17
0.7,40,5,4,0,50,5.17
4.67,99,7,4,0,50,15.67
5.75,297,8,4,0,50,44.17
8.94,534,8,5,0,50,94.92
3.3,292,12,5,0,50,39.42
0.95,52,13,5,0,50,7.0
7.43,107,17,5,0,50,21.92
7.46,142,3,6,0,50,41.83
9.07,282,9,6,0,50,44.42
14.59,547,10,6,0,50,88.08
12.63,713,16,6,0,50,120.25
8.16,259,10,1,0,50,40.75
11.22,704,11,1,0,50,95.0
15.05,1062,11,2,0,50,139.08
4.58,310,22,2,0,50,45.58
4.35,164,23,2,0,50,23.08
3.68,159,2,3,0,50,24.58
73.18,424,3,3,0,50,112.33
50.54,930,5,3,0,50,188.67
168.43,176,7,6,0,50,138.42
848.12,183,9,6,0,50,557.5
77.11,9,19,6,0,50,44.92
832.9,236,13,2,0,50,536.83
687.09,131,22,2,0,50,455.67
607.14,429,6,3,0,50,461.75
11.13,16,14,3,0,50,11.33
3.76,245,11,0,0,50,18.47
1.31,237,10,1,0,50,15.57
3.41,373,11,1,0,50,40.63
62.68,2885,23,1,0,50,292.77
30.1,777,23,3,0,50,92.63
15.29,696,8,4,0,50,64.83
18.99,706,23,6,0,50,89.12
12.68,497,8,0,0,50,53.37
4.86,404,9,0,0,50,44.53
17.46,808,23,1,0,50,79.57
22.41,1099,23,6,0,50,119.3
13.75,641,11,0,0,50,62.85
44.53,2290,5,1,0,50,250.1
35.47,661,22,2,0,50,151.67
110.12,699,1,3,0,50,196.17
38.88,625,5,3,0,50,148.25
141.16,428,10,3,0,50,172.58
2.15,133,13,3,0,50,19.75
4.94,167,14,3,0,50,35.08
8.25,174,4,4,0,50,33.58
11.59,374,6,4,0,50,79.0
7.21,275,9,6,0,50,35.12
1.14,58,10,6,0,50,6.25
10.42,361,13,6,0,50,62.5
5.03,432,23,6,0,50,51.58
6.77,408,3,0,0,50,60.08
6.75,220,13,0,0,50,45.58
3.65,89,23,0,0,50,23.5
6.45,356,2,1,0,50,57.08
5.61,275,11,1,0,50,35.0
7.01,179,3,2,0,50,34.33
10.94,475,6,2,0,50,75.98
1.13,119,10,3,0,50,9.7
2.98,91,1,4,0,50,13.5
2.05,43,4,4,0,50,7.58
4.61,99,12,4,0,50,26.08
15.38,623,12,4,0,50,121.28
4.56,396,3,5,0,50,39.73
26.89,2599,6,6,0,50,225.83
17.56,1923,5,4,0,50,155.37
9.99,721,7,4,0,50,59.83
1.85,68,9,4,0,50,5.6
4.93,348,7,3,0,50,31.37
3.05,6,13,2,0,50,19.87
19.87,12,7,4,0,50,30.23
4.76,7,8,4,0,50,18.55
34.16,7,9,4,0,50,28.12
5.06,16,14,0,0,50,30.68
1.37,12,23,0,0,50,11.7
5.68,13,14,1,0,50,21.93
3.66,12,0,2,0,50,26.47
3.1,8,10,2,0,50,12.85
3.63,2,11,2,0,50,11.77
3.25,53,12,5,0,50,13.2
1.09,80,17,6,0,50,9.65
19.96,432,19,6,0,50,96.95
2.32,6,2,2,0,50,11.9
2.89,9,3,2,0,50,22.58
5.23,20,7,2,0,50,33.62
1.07,4,1,3,0,50,12.18
1.32,8,1,4,0,50,14.17
0.98,2,5,5,0,50,5.93
1.55,8,15,5,0,50,14.12
4.71,14,2,6,0,50,34.05
5.94,28,4,6,0,50,60.5
12.43,17,0,3,0,50,60.07
0.92,75,9,6,0,50,8.28
6.11,333,22,0,0,50,40.38
1.1,83,9,1,0,50,8.23
0.59,65,22,1,0,50,5.73
3.72,301,13,2,0,50,41.0
2.45,69,1,3,0,50,11.23
5.83,451,14,5,0,50,67.72
4.09,169,8,6,0,50,26.63
2.32,109,16,6,0,50,16.27
4.09,127,14,1,0,50,23.22
4.25,326,9,4,0,50,45.87
2.31,75,8,4,0,50,8.63
1.98,185,13,4,0,50,22.1
150.46,265,15,4,0,50,149.98
1.27,7,15,2,0,50,9.45
1.38,5,1,3,0,50,6.83
1.31,16,0,4,0,50,5.5
2.84,8,7,5,0,50,10.0
1.65,8,1,0,0,50,7.62
2.13,10,15,0,0,50,6.67
1.74,13,1,1,0,50,8.13
3.2,18,11,2,0,50,12.22
1.83,20,15,2,0,50,12.4
1.73,10,1,3,0,50,9.23
1.65,13,15,3,0,50,14.22
1.66,7,1,4,0,50,7.67
15.42,23,11,4,0,50,28.12
1.67,6,0,0,0,50,7.98
1.45,5,15,0,0,50,5.38
1.23,7,1,1,0,50,5.07
1.51,7,15,1,0,50,5.18
1.7,10,15,4,0,50,6.92
1.63,9,5,5,0,50,8.13
1.25,10,1,1,0,50,6.1
2.01,21,15,1,0,50,16.25
2.65,32,12,4,0,50,24.02
7.83,67,14,4,0,50,40.63
5.14,76,5,5,0,50,47.43
1.25,5,1,3,0,50,6.63
2.04,14,14,3,0,50,15.77
16.84,22,12,2,0,50,41.83
18.34,76,17,2,0,50,66.78
16.28,156,5,4,0,50,32.17
16.1,476,9,4,0,50,50.07
19.21,81,23,1,0,50,77.98
7.25,24,11,2,0,50,25.55
0.9,14,0,3,0,50,9.75
4.85,18,2,3,0,50,12.17
0.82,9,3,3,0,50,9.13
2.53,31,4,3,0,50,17.9
4.1,21,8,4,0,50,30.52
6.39,50,12,4,0,50,52.53
5.03,24,13,4,0,50,25.25
6.5,56,7,5,0,50,66.77
2.62,20,12,5,0,50,19.98
1.07,14,15,5,0,50,11.55
0.81,7,4,6,0,50,8.78
7.93,54,7,6,0,50,79.52
18.08,43,9,6,0,50,30.78
32.3,59,10,6,0,50,79.6
16.81,51,23,6,0,50,69.48
16.8,41,9,0,0,50,125.45
2.42,7,23,0,0,50,10.32
15.27,35,23,0,0,50,48.28
8.73,15,9,1,0,50,16.53
3.04,20,10,1,0,50,28.58
19.71,38,23,1,0,50,49.83
16.03,45,10,2,0,50,68.08
1.92,10,14,2,0,50,10.32
4.53,26,23,3,0,50,24.52
7.34,21,0,4,0,50,12.38
4.53,22,9,4,0,50,13.53
7.04,1,10,4,0,50,8.4
11.24,6,10,4,0,50,5.92
5.69,16,14,2,0,50,11.58
22.13,47,2,6,0,50,65.55
19.1,33,3,6,0,50,37.12
2.42,3,23,6,0,50,7.1
1.06,9,0,1,0,50,10.45
7.88,18,13,1,0,50,20.17
16.31,31,8,5,0,50,62.52
8.93,16,12,5,0,50,18.12
1.85,7,13,0,0,50,8.05
8.69,31,14,0,0,50,25.1
7.02,20,13,2,0,50,32.4
8.23,40,0,3,0,50,48.5
39.1,47,2,5,0,50,116.83
30.25,28,5,5,0,50,54.08
8.72,30,7,5,0,50,29.73
5.69,20,8,5,0,50,27.57
7.43,31,0,4,0,50,51.2
8.57,38,12,6,0,50,35.17
14.39,136,13,2,0,50,33.98
15.03,200,1,3,0,50,41.68
2.7,147,10,3,0,50,17.63
8.24,53,13,3,0,50,12.97
14.79,140,0,4,0,50,37.85
14.43,184,14,4,0,50,32.73
7.54,3850,10,0,0,50,38.42
2.03,783,11,0,0,50,9.93
2.11,1212,11,0,0,50,14.17
6.44,3695,0,1,0,50,38.17
14.39,136,13,2,0,50,33.98
15.03,200,1,3,0,50,41.68
2.7,147,10,3,0,50,17.63
8.24,53,13,3,0,50,12.97
14.79,140,0,4,0,50,37.85
14.43,184,14,4,0,50,32.73
7.54,3850,10,0,0,50,38.42
2.03,783,11,0,0,50,9.93
2.11,1212,11,0,0,50,14.17
6.44,3695,0,1,0,50,38.17
11.21,34,12,1,0,50,43.33
11.34,38,12,2,0,50,56.05
12.1,88,23,2,0,50,71.82
11.52,41,13,3,0,50,47.9
12.74,96,23,3,0,50,73.38
5.75,31,10,4,0,50,44.3
29.88,0,13,4,0,50,19.95
35.82,1,14,4,0,50,23.8
45.49,22,14,4,0,50,46.98
42.11,68,1,5,0,50,136.58
15.37,21,9,5,0,50,24.7
24.22,57,10,5,0,50,75.45
8.36,0,8,6,0,50,9.9
42.29,7,9,6,0,50,36.37
11.26,68,23,6,0,50,60.7
38.28,36,11,0,0,50,44.68
13.12,96,23,0,0,50,70.5
11.75,38,13,1,0,50,46.42
1.27,7,23,1,0,50,12.53
11.21,54,23,2,0,50,74.73
13.25,59,12,3,0,50,46.87
12.75,76,23,3,0,50,92.65
3.72,90,10,4,0,50,23.62
4.71,53,8,5,0,50,41.55
14.13,47,9,5,0,50,71.23
0.58,21,4,6,0,50,6.37
3.44,63,14,1,0,50,34.6
5.39,30,10,2,0,50,31.95
10.46,86,4,4,0,50,32.15
3.51,77,6,4,0,50,36.88
3.16,49,4,6,0,50,33.3
31.68,51,5,6,0,50,42.1
4.78,105,9,1,0,50,43.93
2.75,37,0,2,0,50,22.72
1.83,9,1,2,0,50,13.08
1.35,14,2,2,0,50,13.08
4.67,134,1,3,0,50,38.2
2.33,13,2,3,0,50,5.57
17.63,22,3,6,0,50,18.17
6.48,10,12,2,0,50,16.18
13.81,128,7,3,0,50,99.37
30.08,49,9,3,0,50,21.13
24.5,29,11,4,0,50,47.3
2.52,36,2,5,0,50,29.48
7.16,47,1,3,0,50,58.7
1.47,32,6,3,0,50,11.97
9.34,79,4,5,0,50,41.98
19.22,18,7,5,0,50,27.58
15.6,35,1,0,0,50,66.6
17.55,22,2,0,0,50,51.42
0.94,28,4,0,0,50,10.83
4.41,3,13,0,0,50,5.12
2.98,26,15,0,0,50,11.75
5.41,64,5,1,0,50,28.53
9.57,104,8,2,0,50,63.0
41.11,156,3,3,0,50,185.82
1.38,49,3,4,0,50,13.68
0.59,18,7,4,0,50,6.2
6.1,18,11,4,0,50,13.73
3.67,47,8,2,0,50,29.77
0.86,93,9,2,0,50,8.23
3.65,335,23,3,0,50,40.72
2.41,172,2,4,0,50,26.62
10.97,220,4,4,0,50,44.12
1.82,126,5,4,0,50,12.67
1.54,92,4,5,0,50,8.75
3.31,90,5,5,0,50,9.03
4.9,82,1,0,0,50,14.75
1.28,38,4,1,0,50,14.82
5.95,516,5,1,0,50,53.95
6.98,143,7,1,0,50,25.72
11.83,138,8,1,0,50,21.78
5.94,302,12,1,0,50,37.13
5.31,26,15,1,0,50,8.18
4.73,149,3,2,0,50,22.7
6.15,148,4,2,0,50,25.65
12.22,130,10,2,0,50,36.78
310.47,45,12,2,0,50,175.95
55.37,55,23,2,0,50,41.93
1.71,31,4,5,0,50,10.45
1.94,68,5,5,0,50,9.42
1.22,122,12,5,0,50,9.15
1.63,33,2,6,0,50,7.87
7.14,50,10,1,0,50,7.32
3.43,48,9,3,0,50,14.45
2.77,57,12,3,0,50,11.47
4.28,48,2,0,0,50,10.72
2.81,65,17,0,0,50,11.63
1.48,48,10,1,0,50,8.83
1.78,41,13,2,0,50,6.58
4.62,220,10,3,0,50,21.83
3.36,72,13,3,0,50,10.97
1.78,26,8,4,0,50,10.78
0.89,48,5,6,0,50,6.43
6.78,99,6,6,0,50,32.3
1.42,33,9,0,0,50,9.15
3.46,54,13,0,0,50,7.4
3.14,45,13,0,0,50,6.33
3.71,24,1,1,0,50,7.95
4.71,39,2,1,0,50,9.7
3.88,45,1,2,0,50,12.03
4.73,47,2,2,0,50,9.78
3.24,50,10,2,0,50,15.37
2.16,55,4,5,0,50,8.07
2.79,100,12,5,0,50,17.62
2.14,45,7,6,0,50,8.02
5.13,55,10,6,0,50,13.43
9.78,135,11,6,0,50,28.87
13.03,107,9,0,0,50,30.82
3.91,125,7,1,0,50,38.83
3.75,37,10,1,0,50,12.85
3.0,59,11,1,0,50,9.53
1.99,25,7,2,0,50,6.43
1.14,50,8,2,0,50,5.53
1.56,58,12,2,0,50,7.25
521.15,58,13,2,0,50,273.47
773.94,132,18,2,0,50,418.8
2.06,114,2,3,0,50,14.68
9.81,126,2,3,0,50,30.2
14.5,204,3,3,0,50,51.78
4.83,74,9,5,0,50,25.95
2.38,69,10,5,0,50,18.37
11.54,277,12,5,0,50,42.92
8.25,181,1,6,0,50,32.02
8.18,117,23,6,0,50,26.37
39.97,241,7,0,0,50,54.1
17.79,567,8,0,0,50,90.72
0.86,92,10,0,0,50,8.6
15.82,346,11,0,0,50,58.45
2.66,106,6,1,0,50,20.75
69.8,446,7,1,0,50,170.92
45.29,402,13,1,0,50,121.07
25.23,435,13,2,0,50,90.85
16.06,570,15,2,0,50,69.67
9.51,67,16,2,0,50,20.13
2.33,62,7,3,0,50,12.38
25.65,318,8,3,0,50,87.4
6.86,141,9,3,0,50,16.08
33.68,295,12,3,0,50,62.98
14.22,278,13,3,0,50,50.13
11.99,239,23,3,0,50,38.23
9.79,207,7,4,0,50,51.43
9.52,454,9,4,0,50,74.42
28.57,117,11,4,0,50,40.93
34.6,162,10,5,0,50,47.03
6.1,89,11,5,0,50,17.73
7.4,222,12,5,0,50,25.22
97.32,1156,6,6,0,50,282.28
9.63,235,6,0,0,50,53.77
2.39,117,9,0,0,50,12.73
4.67,166,10,0,0,50,28.88
1.91,103,11,0,0,50,16.93
9.4,283,22,0,0,50,44.9
179.96,960,3,1,0,50,324.2
39.3,568,9,1,0,50,135.9
4.08,85,10,2,0,50,14.22
9.11,156,11,2,0,50,34.68
12.45,330,11,3,0,50,74.75
6.98,224,13,3,0,50,29.73
42.26,375,22,4,0,50,89.97
1.15,90,0,5,0,50,10.23
10.54,261,7,5,0,50,42.37
2.71,57,3,6,0,50,11.1
2.14,131,3,6,0,50,11.27
9.1,29,5,6,0,50,10.75
19.22,282,6,6,0,50,85.9
23.99,675,7,6,0,50,118.83
10.16,305,5,0,0,50,48.72
1.9,100,8,0,0,50,15.4
29.1,390,12,0,0,50,96.63
3.68,256,4,1,0,50,36.25
1.46,85,8,1,0,50,11.18
6.14,51,11,1,0,50,10.63
19.91,280,12,1,0,50,54.2
10.72,212,13,1,0,50,38.1
7.21,224,14,1,0,50,24.27
7.09,66,7,2,0,50,22.73
21.4,392,9,2,0,50,90.87
9.3,185,22,2,0,50,41.48
12.31,326,11,3,0,50,43.63
10.17,76,21,3,0,50,22.23
9.9,82,7,4,0,50,27.17
6.62,309,10,4,0,50,42.38
9.63,75,21,4,0,50,15.55
10.01,107,8,5,0,50,22.02
3.1,48,9,5,0,50,15.22
2.77,143,10,5,0,50,19.83
10.12,137,20,5,0,50,35.23
6.23,223,6,6,0,50,32.3
5.24,272,8,6,0,50,35.3
10.2,41,21,6,0,50,14.02
10.03,111,7,0,0,50,44.85
1.36,49,11,0,0,50,6.38
13.74,173,11,0,0,50,33.98
11.53,136,12,0,0,50,19.48
11.88,177,21,0,0,50,31.57
11.01,164,7,1,0,50,28.53
23.19,307,10,1,0,50,31.73
4.84,217,2,2,0,50,31.37
2.39,88,4,2,0,50,14.12
7.33,292,4,2,0,50,41.17
8.28,566,5,2,0,50,89.53
15.54,377,7,2,0,50,62.13
6.01,34,8,2,0,50,7.85
6.36,38,11,2,0,50,6.53
7.26,27,12,2,0,50,7.22
1.04,123,13,2,0,50,8.5
7.45,32,21,2,0,50,19.15
11.77,295,7,3,0,50,52.68
30.04,238,11,3,0,50,42.02
30.75,346,12,3,0,50,101.15
11.8,101,20,3,0,50,22.92
2.88,94,21,3,0,50,14.52
0.54,82,8,4,0,50,6.35
2.1,97,9,4,0,50,13.28
0.93,41,11,4,0,50,5.78
10.73,2,11,4,0,50,8.02
5.21,117,12,4,0,50,13.28
10.43,95,23,4,0,50,21.42
1.32,108,0,5,0,50,9.52
14.77,547,7,5,0,50,97.48
11.14,28,9,5,0,50,11.08
30.74,199,9,5,0,50,35.7
1.16,107,10,5,0,50,10.7
9.47,596,5,6,0,50,59.97
4.87,146,10,6,0,50,22.97
1.97,132,4,0,0,50,17.52
3.05,31,8,0,0,50,6.57
21.57,544,8,0,0,50,78.83
6.44,107,0,1,0,50,27.4
13.9,392,4,1,0,50,53.22
15.53,255,7,1,0,50,72.78
0.88,53,9,1,0,50,5.58
2.12,30,11,1,0,50,6.57
42.92,323,5,2,0,50,95.73
64.13,192,7,2,0,50,92.0
25.48,159,8,2,0,50,44.4
5.44,284,9,2,0,50,36.6
3.9,74,11,2,0,50,11.9
3.69,74,11,2,0,50,5.83
1.91,86,1,3,0,50,12.63
2.6,83,5,3,0,50,12.07
2.77,101,6,3,0,50,11.53
1.18,78,9,3,0,50,7.05
7.37,181,9,3,0,50,27.13
1.87,38,0,4,0,50,7.97
14.48,56,0,4,0,50,26.0
23.68,197,3,4,0,50,40.35
6.76,25,5,4,0,50,10.58
6.04,41,7,4,0,50,10.68
18.52,150,11,4,0,50,36.4
3.16,75,0,5,0,50,11.38
14.14,191,0,5,0,50,32.27
14.39,103,6,5,0,50,22.2
28.91,181,7,5,0,50,29.27
6.88,188,8,5,0,50,35.53
14.63,104,11,5,0,50,43.7
164.33,40,1,6,0,50,99.83
12.78,257,2,6,0,50,50.15
0.95,40,6,6,0,50,7.48
5.25,51,11,6,0,50,9.05
91.28,11,12,6,0,50,53.75
9.66,27,1,0,0,50,11.23
3.13,120,1,0,0,50,14.27
45.45,207,4,0,0,50,54.32
9.11,671,5,0,0,50,105.53
49.55,390,8,0,0,50,107.6
5.3,436,10,0,0,50,51.12
1.15,145,11,0,0,50,11.23
12.8,26,12,0,0,50,13.45
5.95,158,12,0,0,50,19.0
9.53,89,5,1,0,50,17.28
126.52,56,6,1,0,50,80.55
150.73,28,8,1,0,50,100.47
10.53,284,10,1,0,50,38.4
3.71,259,0,2,0,50,27.75
3.09,166,11,2,0,50,16.97
2.07,127,0,3,0,50,16.22
21.45,748,2,3,0,50,114.57
9.42,327,5,3,0,50,44.45
0.74,105,6,3,0,50,7.63
13.28,225,8,3,0,50,38.0
1.66,217,0,4,0,50,16.7
7.35,375,1,4,0,50,61.85
3.17,124,3,4,0,50,16.73
4.94,44,3,4,0,50,8.1
17.29,463,4,4,0,50,103.57
12.66,594,7,4,0,50,68.27
0.78,104,9,4,0,50,9.23
6.42,382,10,4,0,50,44.85
5.74,35,11,4,0,50,7.95
9.12,112,4,5,0,50,27.72
1.09,103,6,5,0,50,7.33
15.49,356,0,6,0,50,58.35
0.85,68,2,6,0,50,9.27
1.44,112,2,6,0,50,8.33
16.67,213,3,6,0,50,47.5
4.17,30,5,6,0,50,9.03
74.06,531,5,6,0,50,130.95
23.54,75,9,6,0,50,28.2
5.24,116,10,6,0,50,12.72
13.85,237,11,6,0,50,39.18
27.09,628,5,0,0,50,98.17
8.58,177,7,0,0,50,19.58
2.66,146,8,0,0,50,17.05
20.95,241,9,0,0,50,59.62
6.61,10,10,0,0,50,6.6
7.26,101,3,2,0,50,23.95
4.84,19,4,2,0,50,8.28
16.36,92,4,2,0,50,30.27
64.43,307,7,2,0,50,102.37
1.89,60,1,3,0,50,5.58
15.33,259,5,3,0,50,66.4
3.07,174,8,3,0,50,18.03
10.93,231,10,3,0,50,46.58
3.63,134,3,4,0,50,19.08
21.21,687,6,4,0,50,91.2
7.41,424,8,4,0,50,49.43
1.41,58,9,4,0,50,8.02
4.19,252,1,5,0,50,30.47
4.96,154,3,5,0,50,29.52
36.25,197,5,5,0,50,44.17
8.34,125,6,5,0,50,28.82
3.63,257,7,5,0,50,25.15
38.85,259,0,6,0,50,67.93
3.38,153,2,6,0,50,17.0
19.03,72,2,6,0,50,15.78
12.01,99,9,6,0,50,28.02
1.41,50,10,6,0,50,5.18
7.02,66,1,0,0,50,14.9
9.54,72,7,0,0,50,17.62
11.01,121,9,0,0,50,26.98
60.91,66,10,0,0,50,30.5
13.0,274,6,1,0,50,53.27
8.63,135,0,2,0,50,18.8
1.32,60,2,2,0,50,15.57
0.9,45,3,2,0,50,6.6
11.24,71,6,2,0,50,15.87
2.04,46,6,2,0,50,8.83
2.1,34,8,2,0,50,10.82
27.35,16,11,2,0,50,22.63
8.95,31,11,2,0,50,8.42
2.75,211,12,2,0,50,28.27
3.36,116,3,3,0,50,17.27
17.2,358,5,3,0,50,51.65
36.73,136,6,3,0,50,56.95
45.0,388,7,3,0,50,101.37
2.08,271,9,3,0,50,20.63
1.07,36,11,3,0,50,5.28
0.91,52,12,3,0,50,5.08
2.86,97,1,4,0,50,10.17
22.15,233,7,4,0,50,65.97
18.27,918,7,5,0,50,80.9
1.51,60,9,5,0,50,7.6
9.09,86,5,6,0,50,24.27
17.37,400,6,6,0,50,70.68
0.86,50,9,6,0,50,9.43
1.01,69,9,6,0,50,5.5
8.51,148,11,6,0,50,22.85
0.9,49,9,0,0,50,9.15
0.94,111,1,1,0,50,7.75
3.8,204,3,1,0,50,26.73
3.64,351,3,1,0,50,41.58
1.88,68,6,1,0,50,13.68
0.64,97,7,1,0,50,7.48
1.05,167,11,1,0,50,10.38
3.24,39,11,1,0,50,10.37
0.63,90,7,2,0,50,7.53
5.72,173,2,3,0,50,20.05
1.22,123,3,3,0,50,10.42
0.63,138,4,3,0,50,7.4
8.44,386,7,3,0,50,39.07
